country,total_papers,total_citations,topic,name
Finland,129,3485,141231307,Genome
Finland,25,88,143065580,Mutant
Finland,6,50,143121216,Microbiome
Finland,22,182,147004232,Stimulus (physiology)
Finland,49,320,150194340,Gene expression
Finland,16,256,152662350,Systems biology
Finland,40,7883,153209595,Single-nucleotide polymorphism
Finland,22,586,153911025,Molecular biology
Finland,64,545,154945302,Artificial intelligence
Finland,9,121,159047783,Virology
Finland,38,3737,162317418,Transcriptome
Finland,11,4006,165864922,Regulation of gene expression
Finland,48,773,169760540,Neuroscience
Finland,17,135,169900460,Cognition
Finland,21,71,170493617,Receptor
Finland,26,400,178980831,Pattern recognition
Finland,25,892,180747234,Cognitive psychology
Finland,56,1044,180754005,Allele
Finland,9,108,181199279,Enzyme
Finland,19,225,184235292,Kinase
Finland,18,293,185592680,Chemistry
Finland,4,48,186060115,Biological system
Finland,75,11684,186413461,Genetic association
Finland,14,475,189014844,Cell type
Finland,75,31808,189206191,Genomics
Finland,27,165,190727270,DNA methylation
Finland,27,330,193252679,Phylogenetic tree
Finland,21,674,203014093,Immunology
Finland,11,58,207001950,In vivo
Finland,26,23602,501734568,Mutation
Finland,31,280,502942594,Cancer research
Finland,21,608,522805319,Electroencephalography
Finland,11,31,523546767,Bacteria
Finland,20,242,552990157,DNA
Finland,45,374,1491633281,Cell
Finland,14,83,2522874641,Virus
Finland,18,1285,2776214188,Inference
Finland,13,124,2776460866,Pathogen
Finland,10,66,2776878037,Zebrafish
Finland,21,6570,2777904410,Software
Finland,79,5685,2779134260,Disease
Finland,9,163,2779345533,Visual cortex
Finland,5,17,2780104201,Drosophila melanogaster
Finland,207,9827,2908647359,Population
France,46,346,7466232,Biomarker (medicine)
France,127,2561,8891405,Immune system
France,41,510,11413529,Algorithm
France,236,3528,12554922,Biophysics
France,74,1902,15151743,Metagenomics
France,142,4791,15744967,Psychology
France,470,8990,18903297,Ecology
France,77,4532,24432333,Whole genome sequencing
France,58,471,24998067,Stimulation
France,114,1262,26760741,Perception
France,42,190,28328180,Stem cell
France,55,1085,29537977,Cell cycle
France,149,2964,30481170,Chromosome
France,117,1314,34601148,Transcription (biology)
France,177,5142,41008148,Computer science
France,93,942,41091548,Epigenetics
France,48,328,50644808,Artificial neural network
France,91,2921,51679486,DNA sequencing
France,3884,60654,54355233,Genetics
France,157,2066,55493867,Biochemistry
France,106,1223,59822182,Botany
France,1268,11488,60644358,Bioinformatics
France,45,288,62478195,Signal transduction
France,131,2153,67705224,RNA
France,121,3768,68873052,Genetic variation
France,330,5722,70721500,Computational biology
France,66,5652,71924100,Medicine
France,42,398,73555534,Cluster analysis
France,363,15220,78458016,Evolutionary biology
France,48,343,79879829,Intracellular
France,72,1605,81941488,Quantitative trait locus
France,176,2209,83640560,Chromatin
France,233,4590,84597430,Locus (genetics)
France,152,2001,86339819,Transcription factor
France,5823,96940,86803240,Biology
France,121,1199,89423630,Microbiology
France,89,3432,90132467,Phylogenetics
France,135,1859,90856448,Zoology
France,104,3123,94487597,Sensory system
France,795,12226,95444343,Cell biology
France,39,121,96232424,Cancer cell
France,50,1112,98108389,CRISPR
France,746,14693,104317684,Gene
France,49,436,105580179,Messenger RNA
France,69,2176,105702510,Anatomy
France,93,1040,105795698,Statistics
France,114,9874,106208931,Genome-wide association study
France,81,942,106934330,Trait
France,53,641,111936080,Enhancer
France,116,807,119857082,Machine learning
France,76,463,121608353,Cancer
France,117,3902,124101348,Data mining
France,89,927,126322002,Internal medicine
France,209,3022,127716648,Phenotype
France,47,691,134018914,Endocrinology
France,105,2105,135763542,Genotype
France,590,17880,141231307,Genome
France,114,773,143065580,Mutant
France,62,2010,143121216,Microbiome
France,143,1432,147004232,Stimulus (physiology)
France,183,3242,150194340,Gene expression
France,66,657,152662350,Systems biology
France,87,1721,153209595,Single-nucleotide polymorphism
France,139,6437,153911025,Molecular biology
France,278,3033,154945302,Artificial intelligence
France,121,2821,159047783,Virology
France,197,2272,162317418,Transcriptome
France,81,1357,165864922,Regulation of gene expression
France,479,6645,169760540,Neuroscience
France,129,2409,169900460,Cognition
France,79,2040,170493617,Receptor
France,97,1571,178980831,Pattern recognition
France,179,2328,180747234,Cognitive psychology
France,131,3264,180754005,Allele
France,60,723,181199279,Enzyme
France,39,279,184235292,Kinase
France,76,985,185592680,Chemistry
France,86,896,186060115,Biological system
France,69,6647,186413461,Genetic association
France,68,1034,189014844,Cell type
France,201,5737,189206191,Genomics
France,57,1016,190727270,DNA methylation
France,180,3467,193252679,Phylogenetic tree
France,79,2568,203014093,Immunology
France,63,1145,207001950,In vivo
France,98,1567,501734568,Mutation
France,86,1370,502942594,Cancer research
France,90,2903,522805319,Electroencephalography
France,117,2892,523546767,Bacteria
France,167,1405,552990157,DNA
France,255,4437,1491633281,Cell
France,89,729,2522874641,Virus
France,109,3300,2776214188,Inference
France,88,1608,2776460866,Pathogen
France,68,862,2776878037,Zebrafish
France,93,2766,2777904410,Software
France,145,2068,2779134260,Disease
France,58,712,2779345533,Visual cortex
France,58,747,2780104201,Drosophila melanogaster
France,846,18589,2908647359,Population
French Polynesia,2,2,54355233,Genetics
French Polynesia,2,2,86803240,Biology
French Polynesia,1,0,90856448,Zoology
French Polynesia,1,0,104317684,Gene
Gabon,1,0,54355233,Genetics
Gabon,1,0,86803240,Biology
Gabon,1,0,180754005,Allele
Gabon,1,0,203014093,Immunology
Gabon,1,0,2779134260,Disease
Georgia,1,2,41008148,Computer science
Georgia,10,297,54355233,Genetics
Georgia,1,0,59822182,Botany
Georgia,1,2,60644358,Bioinformatics
Georgia,1,0,70721500,Computational biology
Georgia,1,7,71924100,Medicine
Georgia,1,15,78458016,Evolutionary biology
Georgia,1,264,81941488,Quantitative trait locus
Georgia,1,0,83640560,Chromatin
Georgia,13,299,86803240,Biology
Georgia,1,15,90132467,Phylogenetics
Georgia,3,2,90856448,Zoology
Georgia,2,2,105702510,Anatomy
Georgia,1,2,152662350,Systems biology
Georgia,1,5,185592680,Chemistry
Georgia,1,7,186413461,Genetic association
Georgia,2,17,193252679,Phylogenetic tree
Georgia,3,12,2908647359,Population
Germany,67,346,7466232,Biomarker (medicine)
Germany,151,1950,8891405,Immune system
Germany,45,982,11413529,Algorithm
Germany,307,1759,12554922,Biophysics
Germany,88,2012,15151743,Metagenomics
Germany,274,8223,15744967,Psychology
Germany,347,5619,18903297,Ecology
Germany,62,1570,24432333,Whole genome sequencing
Germany,126,620,24998067,Stimulation
Germany,200,1606,26760741,Perception
Germany,79,455,28328180,Stem cell
Germany,48,191,29537977,Cell cycle
Germany,101,1005,30481170,Chromosome
Germany,117,981,34601148,Transcription (biology)
Germany,271,12778,41008148,Computer science
Germany,135,3212,41091548,Epigenetics
Germany,84,2682,50644808,Artificial neural network
Germany,111,11021,51679486,DNA sequencing
Germany,4134,109485,54355233,Genetics
Germany,281,2373,55493867,Biochemistry
Germany,121,4415,59822182,Botany
Germany,1862,50627,60644358,Bioinformatics
Germany,71,1606,62478195,Signal transduction
Germany,213,6639,67705224,RNA
Germany,104,4408,68873052,Genetic variation
Germany,506,8806,70721500,Computational biology
Germany,93,18569,71924100,Medicine
Germany,44,484,73555534,Cluster analysis
Germany,254,11112,78458016,Evolutionary biology
Germany,75,451,79879829,Intracellular
Germany,60,12245,81941488,Quantitative trait locus
Germany,195,4275,83640560,Chromatin
Germany,217,12254,84597430,Locus (genetics)
Germany,206,4145,86339819,Transcription factor
Germany,6653,140463,86803240,Biology
Germany,82,336,89423630,Microbiology
Germany,84,2623,90132467,Phylogenetics
Germany,79,1140,90856448,Zoology
Germany,175,1578,94487597,Sensory system
Germany,1105,11894,95444343,Cell biology
Germany,60,348,96232424,Cancer cell
Germany,72,1032,98108389,CRISPR
Germany,793,20155,104317684,Gene
Germany,72,3577,105580179,Messenger RNA
Germany,118,1443,105702510,Anatomy
Germany,74,766,105795698,Statistics
Germany,190,51727,106208931,Genome-wide association study
Germany,64,1394,106934330,Trait
Germany,61,675,111936080,Enhancer
Germany,153,2057,119857082,Machine learning
Germany,146,2948,121608353,Cancer
Germany,167,11108,124101348,Data mining
Germany,152,1721,126322002,Internal medicine
Germany,216,3980,127716648,Phenotype
Germany,80,621,134018914,Endocrinology
Germany,88,5435,135763542,Genotype
Germany,623,16276,141231307,Genome
Germany,152,943,143065580,Mutant
Germany,65,875,143121216,Microbiome
Germany,302,2009,147004232,Stimulus (physiology)
Germany,253,5838,150194340,Gene expression
Germany,95,879,152662350,Systems biology
Germany,120,9836,153209595,Single-nucleotide polymorphism
Germany,170,5964,153911025,Molecular biology
Germany,464,6331,154945302,Artificial intelligence
Germany,76,536,159047783,Virology
Germany,260,8024,162317418,Transcriptome
Germany,92,2765,165864922,Regulation of gene expression
Germany,725,8347,169760540,Neuroscience
Germany,200,2904,169900460,Cognition
Germany,125,633,170493617,Receptor
Germany,161,2808,178980831,Pattern recognition
Germany,306,5777,180747234,Cognitive psychology
Germany,110,1829,180754005,Allele
Germany,85,833,181199279,Enzyme
Germany,89,648,184235292,Kinase
Germany,122,1732,185592680,Chemistry
Germany,90,919,186060115,Biological system
Germany,115,24566,186413461,Genetic association
Germany,117,4092,189014844,Cell type
Germany,247,16938,189206191,Genomics
Germany,94,1847,190727270,DNA methylation
Germany,155,2961,193252679,Phylogenetic tree
Germany,84,1742,203014093,Immunology
Germany,108,995,207001950,In vivo
Germany,95,1876,501734568,Mutation
Germany,128,1269,502942594,Cancer research
Germany,183,1699,522805319,Electroencephalography
Germany,121,1137,523546767,Bacteria
Germany,154,2521,552990157,DNA
Germany,288,8613,1491633281,Cell
Germany,63,610,2522874641,Virus
Germany,94,2775,2776214188,Inference
Germany,63,215,2776460866,Pathogen
Germany,83,822,2776878037,Zebrafish
Germany,139,9247,2777904410,Software
Germany,187,5233,2779134260,Disease
Germany,109,1484,2779345533,Visual cortex
Germany,70,849,2780104201,Drosophila melanogaster
Germany,589,14855,2908647359,Population
Ghana,1,0,7466232,Biomarker (medicine)
Ghana,5,1,18903297,Ecology
Ghana,2,4,24432333,Whole genome sequencing
Ghana,2,12,41091548,Epigenetics
Ghana,16,115,54355233,Genetics
Ghana,9,0,60644358,Bioinformatics
Ghana,1,12,68873052,Genetic variation
Ghana,2,2,71924100,Medicine
Ghana,1,0,78458016,Evolutionary biology
Ghana,3,0,84597430,Locus (genetics)
Ghana,34,133,86803240,Biology
Ghana,1,0,89423630,Microbiology
Ghana,2,0,90132467,Phylogenetics
Ghana,1,1,90856448,Zoology
Ghana,5,6,104317684,Gene
Ghana,1,0,106934330,Trait
Ghana,1,0,121608353,Cancer
Ghana,2,0,126322002,Internal medicine
Ghana,1,0,127716648,Phenotype
Ghana,1,0,134018914,Endocrinology
Ghana,2,0,135763542,Genotype
Ghana,3,7,141231307,Genome
Ghana,1,0,143121216,Microbiome
Ghana,1,0,153209595,Single-nucleotide polymorphism
Ghana,4,6,159047783,Virology
Ghana,1,0,180754005,Allele
Ghana,1,0,185592680,Chemistry
Ghana,1,0,186413461,Genetic association
Ghana,2,106,189206191,Genomics
Ghana,2,12,190727270,DNA methylation
Ghana,1,0,193252679,Phylogenetic tree
Ghana,1,0,501734568,Mutation
Ghana,2,0,2776460866,Pathogen
Ghana,1,4,2779134260,Disease
Ghana,5,111,2908647359,Population
Greece,1,0,7466232,Biomarker (medicine)
Greece,3,47,8891405,Immune system
Greece,5,13,11413529,Algorithm
Greece,1,0,12554922,Biophysics
Greece,6,30,15744967,Psychology
Greece,7,106,18903297,Ecology
Greece,5,84,24432333,Whole genome sequencing
Greece,1,0,28328180,Stem cell
Greece,3,0,29537977,Cell cycle
Greece,2,1,30481170,Chromosome
Greece,7,19,34601148,Transcription (biology)
Greece,5,22,41008148,Computer science
Greece,1,0,41091548,Epigenetics
Greece,3,64,50644808,Artificial neural network
Greece,133,4773,54355233,Genetics
Greece,12,89,55493867,Biochemistry
Greece,1,0,59822182,Botany
Greece,69,620,60644358,Bioinformatics
Greece,3,15,62478195,Signal transduction
Greece,9,110,68873052,Genetic variation
Greece,15,33,70721500,Computational biology
Greece,11,997,71924100,Medicine
Greece,4,4,78458016,Evolutionary biology
Greece,5,543,81941488,Quantitative trait locus
Greece,10,10,83640560,Chromatin
Greece,20,641,84597430,Locus (genetics)
Greece,7,14,86339819,Transcription factor
Greece,206,5055,86803240,Biology
Greece,1,0,89423630,Microbiology
Greece,1,0,90132467,Phylogenetics
Greece,5,34,90856448,Zoology
Greece,15,30,95444343,Cell biology
Greece,2,0,96232424,Cancer cell
Greece,28,261,104317684,Gene
Greece,1,0,105580179,Messenger RNA
Greece,1,0,105795698,Statistics
Greece,28,4335,106208931,Genome-wide association study
Greece,3,38,106934330,Trait
Greece,6,15,111936080,Enhancer
Greece,5,4,119857082,Machine learning
Greece,11,146,121608353,Cancer
Greece,2,15,124101348,Data mining
Greece,12,75,126322002,Internal medicine
Greece,3,34,127716648,Phenotype
Greece,4,73,134018914,Endocrinology
Greece,5,2822,135763542,Genotype
Greece,16,51,141231307,Genome
Greece,3,1,143065580,Mutant
Greece,2,2,147004232,Stimulus (physiology)
Greece,3,5,152662350,Systems biology
Greece,6,2728,153209595,Single-nucleotide polymorphism
Greece,1,2,153911025,Molecular biology
Greece,17,226,154945302,Artificial intelligence
Greece,1,0,159047783,Virology
Greece,8,7,162317418,Transcriptome
Greece,4,1,165864922,Regulation of gene expression
Greece,13,65,169760540,Neuroscience
Greece,7,43,169900460,Cognition
Greece,3,0,170493617,Receptor
Greece,8,31,178980831,Pattern recognition
Greece,3,6,180747234,Cognitive psychology
Greece,10,285,180754005,Allele
Greece,1,3,184235292,Kinase
Greece,3,25,185592680,Chemistry
Greece,1,0,186060115,Biological system
Greece,17,1228,186413461,Genetic association
Greece,1,1,189014844,Cell type
Greece,5,24,189206191,Genomics
Greece,3,2,190727270,DNA methylation
Greece,2,0,193252679,Phylogenetic tree
Greece,3,174,203014093,Immunology
Greece,3,9,207001950,In vivo
Greece,2,180,501734568,Mutation
Greece,4,4,502942594,Cancer research
Greece,6,24,522805319,Electroencephalography
Greece,5,195,552990157,DNA
Greece,1,0,1491633281,Cell
Greece,1,264,2776214188,Inference
Greece,1,0,2776878037,Zebrafish
Greece,10,7,2779134260,Disease
Greece,1,2,2780104201,Drosophila melanogaster
Greece,22,2952,2908647359,Population
Greenland,6,99,54355233,Genetics
Greenland,1,0,60644358,Bioinformatics
Greenland,3,91,84597430,Locus (genetics)
Greenland,6,99,86803240,Biology
Greenland,2,5,104317684,Gene
Greenland,3,91,106208931,Genome-wide association study
Greenland,1,0,111936080,Enhancer
Greenland,1,2,153209595,Single-nucleotide polymorphism
Greenland,4,32,180754005,Allele
Greenland,1,66,186413461,Genetic association
Greenland,1,66,2776214188,Inference
Greenland,1,5,2779134260,Disease
Greenland,3,8,2908647359,Population
Guatemala,2,37,18903297,Ecology
Guatemala,3,0,54355233,Genetics
Guatemala,2,0,60644358,Bioinformatics
Guatemala,2,4,71924100,Medicine
Guatemala,6,37,86803240,Biology
Guatemala,2,0,90856448,Zoology
Guatemala,1,0,126322002,Internal medicine
Guatemala,1,0,159047783,Virology
Guatemala,1,0,523546767,Bacteria
Guatemala,2,37,2908647359,Population
Guyana,1,0,24432333,Whole genome sequencing
Guyana,1,0,26760741,Perception
Guyana,1,0,54355233,Genetics
Guyana,3,0,60644358,Bioinformatics
Guyana,4,0,86803240,Biology
Guyana,1,0,89423630,Microbiology
Guyana,1,0,147004232,Stimulus (physiology)
Guyana,1,0,154945302,Artificial intelligence
Guyana,1,0,169760540,Neuroscience
Guyana,1,0,180747234,Cognitive psychology
Guyana,1,0,2779345533,Visual cortex
Honduras,1,9,15151743,Metagenomics
Honduras,1,0,24432333,Whole genome sequencing
Honduras,1,8,51679486,DNA sequencing
Honduras,6,18,54355233,Genetics
Honduras,1,9,70721500,Computational biology
Honduras,6,18,86803240,Biology
Honduras,1,0,89423630,Microbiology
Honduras,1,0,104317684,Gene
Honduras,2,9,141231307,Genome
Honduras,1,0,159047783,Virology
Honduras,1,1,162317418,Transcriptome
Honduras,1,9,189206191,Genomics
Honduras,1,1,193252679,Phylogenetic tree
Hong Kong,10,28,7466232,Biomarker (medicine)
Hong Kong,4,21,8891405,Immune system
Hong Kong,3,48,11413529,Algorithm
Hong Kong,1,0,12554922,Biophysics
Hong Kong,11,62,15151743,Metagenomics
Hong Kong,17,90,15744967,Psychology
Hong Kong,13,240,18903297,Ecology
Hong Kong,9,82,24432333,Whole genome sequencing
Hong Kong,9,11,24998067,Stimulation
Hong Kong,22,112,26760741,Perception
Hong Kong,3,60,28328180,Stem cell
Hong Kong,11,47,29537977,Cell cycle
Hong Kong,8,53,30481170,Chromosome
Hong Kong,7,136,34601148,Transcription (biology)
Hong Kong,24,123,41008148,Computer science
Hong Kong,2,22,41091548,Epigenetics
Hong Kong,9,269,50644808,Artificial neural network
Hong Kong,10,128,51679486,DNA sequencing
Hong Kong,269,4944,54355233,Genetics
Hong Kong,13,46,55493867,Biochemistry
Hong Kong,4,18,59822182,Botany
Hong Kong,173,741,60644358,Bioinformatics
Hong Kong,6,33,62478195,Signal transduction
Hong Kong,21,92,67705224,RNA
Hong Kong,11,309,68873052,Genetic variation
Hong Kong,39,494,70721500,Computational biology
Hong Kong,16,994,71924100,Medicine
Hong Kong,10,234,73555534,Cluster analysis
Hong Kong,15,73,78458016,Evolutionary biology
Hong Kong,3,0,79879829,Intracellular
Hong Kong,7,2503,81941488,Quantitative trait locus
Hong Kong,6,28,83640560,Chromatin
Hong Kong,20,107,84597430,Locus (genetics)
Hong Kong,4,63,86339819,Transcription factor
Hong Kong,447,6395,86803240,Biology
Hong Kong,3,0,89423630,Microbiology
Hong Kong,3,1,90132467,Phylogenetics
Hong Kong,9,22,94487597,Sensory system
Hong Kong,54,244,95444343,Cell biology
Hong Kong,3,60,96232424,Cancer cell
Hong Kong,2,4,98108389,CRISPR
Hong Kong,81,477,104317684,Gene
Hong Kong,7,97,105702510,Anatomy
Hong Kong,3,119,105795698,Statistics
Hong Kong,36,1952,106208931,Genome-wide association study
Hong Kong,7,128,106934330,Trait
Hong Kong,1,4,111936080,Enhancer
Hong Kong,11,6,119857082,Machine learning
Hong Kong,14,92,121608353,Cancer
Hong Kong,15,274,124101348,Data mining
Hong Kong,14,41,126322002,Internal medicine
Hong Kong,13,113,127716648,Phenotype
Hong Kong,10,0,134018914,Endocrinology
Hong Kong,8,115,135763542,Genotype
Hong Kong,49,390,141231307,Genome
Hong Kong,13,63,143065580,Mutant
Hong Kong,3,0,143121216,Microbiome
Hong Kong,18,73,147004232,Stimulus (physiology)
Hong Kong,25,290,150194340,Gene expression
Hong Kong,3,1,152662350,Systems biology
Hong Kong,8,28,153209595,Single-nucleotide polymorphism
Hong Kong,13,90,153911025,Molecular biology
Hong Kong,31,77,154945302,Artificial intelligence
Hong Kong,6,179,159047783,Virology
Hong Kong,18,83,162317418,Transcriptome
Hong Kong,13,187,165864922,Regulation of gene expression
Hong Kong,26,56,169760540,Neuroscience
Hong Kong,12,30,169900460,Cognition
Hong Kong,3,40,170493617,Receptor
Hong Kong,11,10,178980831,Pattern recognition
Hong Kong,24,104,180747234,Cognitive psychology
Hong Kong,9,121,180754005,Allele
Hong Kong,1,6,181199279,Enzyme
Hong Kong,1,1,184235292,Kinase
