name,id,level,parents,children
Homeostasis,63645605,3,555293320,2993754531|2909717671|2911035656|5922247|66047690|2910576237|2777000081|2910632593|2992292734|2994486741|157541749|2909219513|2994570812|2910202749|2491326|2908546271
Kinematics,39920418,2,74650414|44154836|62520636,2994190600|2985215115|2909545611|63460653|2910815438|2991687021|2994535855|7625042|2909985011|96332660|2993078645|187523126|2987592631
Lymphoma,2779338263,4,2779134260,2777169287|2779921676|2777058707|2780653079|2777756187|2780954659|16232356|2778913318|2777589544|2776392238|2775983024|2777257650|2776309307|2779594685|2776995267|2776780870|2778212937|2777525834|2779725641|2778559949|2779050716|18031839|2781027423|2781038049|2776146153|2909616368|113067387
Cancer research,502942594,1,86803240|71924100,19106626|16930146|145837895|151872237|125418893|2910186448|2777583451
Tissue culture,90703135,3,202751555,200806820|12551628|2780822416|55580049|2776499888|117631825|2908637205|190509750|2781186746|201468095
Social class,110888244,2,36289849|77805123|149923435,32437296
Mobile computing,144543869,2,76155785|31258907|120314980,60952562
Project management,15952604,2,201995342|110354214,""
DNA methylation,190727270,4,121608353|150194340,2775959680|81211395|2909466119|2910679177|2775926025|2777829901|121912465|2909431570|2993981842|2994212501|2910852501|2776012956|201492766|117717151|50527525|2908592550|2778403750|2776239401|34994604|2777117100|2780235182|2780898095|2777142704|2778901553|154253233|2909216435|114691636|2779119536|163002167|130321593|2911111866|2910631099|2910035385|16824249|116114238|2991998908|2909745086|189235521|2776539585|2779979206|2908616134|2779476682|2781029198|31743063|22709980|140173407|197493858|2909297508|175211621|2910476263|2994222065|2780737395|169453685
Lymphocyte,2777761686,3,555293320,2910330273|2909975459|2781005381|2778963024|2908886097|2911177649|2911212856
Cytogenetics,174475383,4,30481170,2908583363|2910717798|2908852713|555299818|57269778|2779142324|2778249689|2910469086
Troposphere,9075549,3,143906210,2776349674
Soil science,159390177,1,39432304|127313418,125572338|2778639034|174030287
Heparin,2777557582,3,555293320,2778041096|2779026020|2780835560
Starch,529335014,2,31903555|59822182|55493867,2778254848|2776913384|2908969417|2779423947|2776804113|2911014485|2776633847
Quantum dot,124657808,2,49040817|171250308|62520636,2994454410|2992797075|2989352093|2778323463
Lactation,2776659692,4,2779234561,2781384322|22641795|119230853|5512455|2993227410|39297687|2992816542|2909749287|120791594|519853106|2991719091|2994278967|2776792119|2993487302|2776921810|163949779|2777942232|2992864729|2776531937|2779335785|73247094
Protein folding,204328495,2,153911025|55493867|95444343,206276672|2909442338|118493188|85755625|32598905|2911023355|83149532|162203774
Fluid mechanics,43133876,3,75673492,""
Ethylene,2778597550,2,42360764|178790620,2994571552|2780751777
Chitosan,2779732960,2,42360764|55493867|178790620,2778161288|2781438746
Equation of state,53810900,2,62520636|74650414|97355855,""
Carbon fibers,140205800,3,519885992,""
Logistic regression,151956035,3,555293320,114494560|57381214|2992165412|2986657161|32224588|44882253|2994164431|35519122|2994463861|185265303|2778518012|207968926|60316415
Scalability,48044578,2,79403827|31258907|120314980,185410017|2988266050|2778362760|2983007790|2988241206|2982732379
Visual acuity,2778257484,3,555293320,2994537665|2992836056|2780347916|2994559884|2780248432|134786416|2776474195|2781053140|168260308|30181142|204442743|131970427|2910004921|2781135284|2781359195|2985127711
Alternative splicing,194583182,5,36823959,
Nitrogen fixation,181440489,3,523546767|537208039,2780172293|2909428390|2777465193|2777304268|126574351|2909677533|2781400626|145244307|141280058|2781040669
Ulcerative colitis,2780479503,4,2779134260,2777169287|2992200296|2778212937|2908629743|2776207728|2991735259|2779454807|2777572184|2776309307|2910302333|2911210142|2781027423
Monolayer,7070889,2,179104552|171250308|115704247,2985463498|193176779|58943365
Biodiesel,52896960,3,161790260,2777247137|2778733479
Server,93996380,2,31258907|136764020|111919701,152880691
Glycerol,2780881558,2,43617362|55493867|178790620,2780866112|2779394659|2780282346|2994384592|2909169491
Stoichiometry,144082473,2,179104552|178790620|115704247,73447217
Small intestine,2777882243,3,555293320,2776145723|146201443|2910644715|2908801804|2910939127|2781456731
Fibrinogen,2779036427,4,82706917,2778863912|2779672106|2776118289|176028369|2777902675
Polyethylene,2779751980,2,42360764|159985019|178790620,75841233|108458091|181748761
Ethnography,179454799,2,19165224|36289849|107993555,""
Integrated pest management,123963621,3,118518473|161176658,2778505985|130782833
Graphics,21442007,2,9390403|121684516|111919701,18945957|199016294|59662460|66629338|2883164|2989430973|50630238
Sensor array,66251956,2,24890656|76155785|24326235,""
Cardiothoracic surgery,160022790,2,42219234|141071460|142724271,""
Matrix decomposition,42355184,3,137127113,152671427
Staphylococcal infections,2777334864,4,2779489039,2910295522|2777805791
Infiltration (hydrology),127569584,2,141071460|203014093|142724271,2993738451
Discretization,73000952,2,126255220|28826006|134306372,""
Amino Acid Motifs,2908909877,4,501734568|167625842,193117094
Sleep disorder,1513209611,3,555293320,2910301218|2991821272|2908716937|95423882|2781433485|2910934258|2780163352
Food contaminant,34135077,3,112570922,2992475876
Refugee,173145845,2,199539241|47768531|107993555,13934251
Asymptomatic,2777910003,4,2779134260,2777169287|2778212937|137916694|2776309307|2910302333|2911210142|2781027423
Ecophysiology,137265123,4,189206191,""
Recreation,110269972,2,18903297|199539241,2992747004|2993591741
Categorization,94124525,2,111472728|41895202,2991930914|2993798886|2992781286
Catheter,2781267111,3,555293320,2993470428|2910852173|2780799662
Motor control,137813230,2,169760540|119599485|65244806,2987820722
Set theory,153046414,2,118615104|11413529|114614502,102565666
Soil test,50516716,3,159750122,""
Racial differences,2993757694,3,137403100,""
photoperiodism,55969652,2,18903297|59822182|144027150,2778582329|120579330|7259398
Communications system,101765175,2,76155785|31258907|119599485,""
Alkane,2781327020,3,161790260|2777207669,""
Customer satisfaction,191511416,2,162853370|112698675|21547014,""
Critical illness,2993568657,4,2991859549,""
Compressed sensing,124851039,2,11413529|31972630|178980831,156872377|2992294765
Cerebral palsy,2779421357,3,555293320,2910621242|2909624555
Endometriosis,2779522080,3,555293320,""
Subarachnoid hemorrhage,2777736543,4,518460624,2777169287|2778212937|2776820941|2776309307|2910302333|2781027423|2778506911
Controllability,48209547,2,65244806,""
Retinoic acid,2781121885,3,104317684,2776601000|2775954498|2993882606|120197328
Papillomaviridae,2776270601,5,2994532551,
Effluent,147455438,2,548081761|87717796|528095902,147852310
clone (Java method),81089528,3,104317684,2992240960|2776737921|2909012525|2993068980|127196793|2910397247
Classical conditioning,39617858,3,147004232|45262634,2781081984|2994523489|2993521090|2910751330|67758918|2779156142|2991736302|43838033|2780522706|2908593945|2991684830
Aspartic acid,2781208047,3,515207424,2909891802|2909154786
Host organism,2992980144,3,104317684|523546767,
Dysplasia,2775894508,3,555293320,2909094832|2776497702
Access to information,2985829316,2,136764020|39549134,
Cell fusion,92488253,3,81885089|1491633281|158525013,""
Solvation,148093993,3,145148216|32909587|2780471494,2779455329|2992666046|64147673|149823470
Linear algebra,139352143,3,137127113,163297316
Mythology,519517224,2,15708023,""
Water-use efficiency,2776325102,3,183688256|137580998|88862950,""
Brachytherapy,2777416452,5,509974204,
Agricultural land,502990516,3,118518473|4792198,""
Hydroxyl radical,2776778087,4,2778004101,173106385
Noise,151405878,2,24890656|28490314|24326235,""
Spatial ability,2778662690,3,169900460,""
Acute coronary syndrome,2777698277,4,500558357,""
Eosinophilia,2777129736,3,555293320,2777621362
Fission,12294094,2,177322064|184779094,36091686
Medulla oblongata,2778110749,4,529278444,2909874432|2779982119|2777659854|33114225|2908597719|2780866171
Arctic,518008717,2,18903297|49204034|111368507,2910867933|125069764|140220868|2994202342|2909434887|2778975583|2781451532|2778877292|2910887277|81447805|2776486815|2776454079|2779995672|2781121177|2909091485|153073247
Fusarium,2778867309,2,144027150|59822182|89423630,2778145600|2776519757|2778577587|2779986643|2778342517|2776872603
Amniotic fluid,2778194526,4,2779234561|172680121,2908561970|2781056747|2776315140
Quinone,2780643102,2,55493867|178790620|71240020,2776370595
Streptomycetaceae,2777915650,4,2776060363|2779920670,2779431264|2777321828|2910463730|2910035996|2776668381
Cytochrome,2780768313,3,181199279,2780673026
El Niño Southern Oscillation,507956050,4,986699,2994030496|102107297|154808844|51040755|2993855988|185083961
Discrete time and continuous time,55689738,2,28826006|126255220|65244806,""
Infestation,2776451879,2,18903297|59822182|144027150,2909789689|2777370577|2910683813
Organoid,31695470,2,153911025|55493867|95444343,
Thematic Mapper,2775938548,3,19269812|172427765,""
Incubation,25642318,2,153911025|134018914|55493867,2992870056|143701427
Ultraviolet,2776798109,2,49040817|62520636|120665830,""
Bessel function,107706756,2,134306372|33577790|120665830,2781389838
Anonymity,178005623,2,38652104|31258907|108827166,""
Rotor (electric),17281054,2,78519656|66938386|119599485,179093217|2776529397|2993793991
Cognitive behavioral therapy,2781265626,4,558461103,172783574|2779783198
Sensory threshold,110235638,3,555293320|147004232|26760741,
Thermal,204530211,2,159985019|153294291|97355855,2983744576|2994081381|2985596519|2994236712|129446986|2983641675|2908545454|186725500|2909026353|60100273|39519442|2984335091|2779222261|137693562|177564732|2987465821|13376991
Scalar (mathematics),57691317,3,44663343,
Bone development,2992191624,3,555293320,2778292423
Steganography,108801101,4,41608201,2986883218
Nitrogen balance,8101879,4,62231903,
Information sharing,2776854237,2,199539241|136764020|56739046,""
Rootstock,27406016,3,2775937945,2778903330|16896131|2909116326|2778928459|2910584572|2780567198
Information visualization,185578843,3,36464697,""
Cultural identity,71760877,2,19165224|107993555|15708023,
Performance indicator,135510737,2,162853370|21547014,""
Arabic,96455323,2,41895202|15708023,""
Dominance (genetics),151913843,4,501734568|2779134260,2778215940|2781129224|12125453|2780229518|2777011220|2993098900|2779314966|2775849878|37233692|2910653347|43934763|2908795567|2777893043|2993437878|2777108536|200544954|62564794|130895681|2909554506|2777786962|2780395223|2778649560|2778045022|2778583010|97603047|2781097707|2909171179|2909529454|2781232497|2776756211|2779923321
HIV Protease Inhibitor,2911107958,4,2776714187,""
Azithromycin,2778907293,3,555293320|501593827,""
Viral matrix protein,68434959,3,2522874641|104317684|137127113,2777267240|2778222187|2780883363
Diketone,2779539111,2,75473681|178790620|71240020,
Spinning,154815118,2,78519656|159985019|42360764,""
Lymph,2779720271,4,121608353,2780212769|2910366181|2777169287|2778212937|2780965494|2778123414|2780385752|2776309307|2910302333|2911210142|2781027423
Control reconfiguration,119701452,2,79403827|120314980|149635348,""
Bordetella pertussis,2777582894,3,523546767,2777824465|2910397394|2908585807
Normalization (statistics),123832482,2,105795698,195653225|162984825|2778061167
Oxalic acid,2781346138,2,179104552|55493867|178790620,2781117446
Diffusion process,68710425,2,105795698|134306372,""
Social condition,2993949765,2,,
Exercise physiology,133165541,3,555293320,""
Bronchiolitis,2778821649,4,534529494,""
Cholinergic neuron,104966671,4,2779134260|2775910092|22885893|529278444,2777705664|2777960966|2778205193|2777731756|2776818558
Environmental effect,2983635469,2,,
Pruning,108010975,2,11413529|6557445|144027150,""
Peptide library,2776471321,4,167625842,2908882530|2910363717
Fusion gene,111829193,3,104317684|158525013,2778274637
Ectopic pregnancy,2776018949,4,2779234561,2777169287|2778212937|2776309307|2910302333|2781027423
Frost,7732977,2,153294291,""
Health information,2982795734,3,160735492,2910718415
Orthopoxvirus,2779094796,4,2781356689|40767141,2778011067|2908583973|2776290430
Stem cell factor,2022786,5,201750760,
Stereotypy (non-human),136865744,3,2779600286,2779459141
Leucine zipper,156860981,4,86339819,19408993
Genetic selection,2993006710,2,54355233|55493867|59822182,
Visual memory,178278151,3,169900460,207357515|58632812
Acid–base homeostasis,134746045,3,555293320,""
Molecular aggregation,2908619337,3,521977710|32909587|184651966,
Water level,1284942,3,2779600286,""
Naive Bayes classifier,52001869,2,119857082|124101348|178980831,52003472|189119545|185207860|2986912983
Bombyx mori,2778487026,3,204787440|104317684|173758957,2778332815|2779999119|2778807559
Nerve block,2777197265,3,555293320,""
Neural tube,2780594696,3,555293320|196843134,2777003008|2909565028|2910112526|2776394550|197849852
Protected area,2779223538,2,18903297|107826830|526734887,""
RNA Helicases,2908824471,4,67705224|161223559,""
Ambulatory blood pressure,149323552,4,35785553|84393581,""
Cut,5134670,4,124504099,""
Functional neuroimaging,52338299,4,143409427,86529352|385485
Capsicum annuum,2992961547,3,2776242653,2911084745
Polynucleotide,111921641,4,125411270,2991910482
Entamoeba histolytica,2776867272,2,203014093|89423630|159047783,2777473665
Mycoplasma pneumoniae,2779215961,3,555293320|523546767,2778817089
Genocide,204342414,2,199539241|47768531,""
Proxy (climate),106166403,2,49204034|111368507,2776477972
Caliciviridae,2777747160,5,116675565,
Ubiquitin-conjugating enzyme,182561583,5,134459356,
Spectrin,50244902,4,142669718|125705527,74966100|102161783
Reachability,136643341,2,11413529|80444323|114614502,""
Science research,2993065708,2,,
Pelvic inflammatory disease,2993569511,4,47116090,2777287443
Fire protection,122156500,2,66938386|147176958|77595967,""
Competition (biology),91306197,3,188382862|63644423,
Praziquantel,2779744950,4,2776225656,2777766056|2777867508
Sociology of scientific knowledge,195732255,2,111472728|36289849,""
Streptavidin,2776190903,3,159654299|2778204606,2909884929
Wild type,207583985,4,143065580,2991804115|2994572863
Insertion sequence,157887575,5,4918238,
Perforin,2776062744,4,154317977|167672396|109316439,2779110211|139243717|2776049066|2779968557|183193105|2909927667|2777966294|2777302911
File management,2987379237,2,31258907|111919701|77088390,
Integrase,14430832,3,2522874641|104317684|552990157|181199279,2777302000|2779502633|2781407787|2780404665
Neuronal differentiation,2993912766,4,148738053,2909904200|2777722894
Parvalbumin,141547260,4,204232928,2779951235|2910808340
Sulfoxide,2778448320,2,179104552|178790620|71240020,""
Vital capacity,55520419,5,75603125,
Intentionality,2777200700,2,111472728|77805123|188147891,""
Interquartile range,119060515,3,555293320,""
Peptide Biosynthesis,2909999020,5,88478588,
Energy budget,128849468,2,18903297|153294291|91586092,
hirsutism,2776371013,5,539436888,
Community of practice,2776280689,2,56739046|19417346|39549134,""
Optimal trajectory,2987463411,3,91575142|13662910,
Factor V Leiden,2777175894,5,2780011451,
Phytochemistry,523307889,5,"",
Molecular spectroscopy,2991720660,3,32891209|4839761|32909587,
Amoeba (operating system),87847054,2,18903297|55493867|89423630,""
Brain abscess,2776236688,4,2777035434,""
Point of delivery,137776501,2,6557445|59822182|144027150,""
Prolog,81721847,2,199360897|80444323|154945302,""
Parameter space,73586568,2,3079626|105795698,""
Sample selection,2984532504,2,105795698|149782125,""
